household_id,head_uin,district_code,poverty_score,poverty_band,member_count,child_under_5_count,consent_status,observed_at,source_system
HH-003029,2310913007,XS-0201,54.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003030,2310940394,XS-0301,55.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003031,2310967784,XS-0401,56.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003032,2310995174,XS-0101,57.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003033,2311022563,XS-0201,58.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003034,2311049954,XS-0301,59.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003035,2311077342,XS-0401,60.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003036,2311104730,XS-0101,61.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003037,2311132123,XS-0201,62.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003038,2311159517,XS-0301,63.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003039,2311186909,XS-0401,64.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003040,2311214299,XS-0101,65.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003041,2311241680,XS-0201,66.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003042,2311269072,XS-0301,67.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003043,2311296464,XS-0401,68.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003044,2311323851,XS-0101,69.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003045,2311351240,XS-0201,70.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003046,2311379002,XS-0301,71.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003047,2311406024,XS-0401,72.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003048,2311433412,XS-0101,73.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003049,2311460805,XS-0201,74.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003050,2311488196,XS-0301,25.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003051,2311515588,XS-0401,26.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003052,2311542979,XS-0101,27.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003053,2311570366,XS-0201,28.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003054,2311597757,XS-0301,29.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003055,2311625144,XS-0401,30.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003056,2311652530,XS-0101,31.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003057,2311679926,XS-0201,32.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003058,2311707311,XS-0301,33.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003059,2311734707,XS-0401,34.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003060,2311762099,XS-0101,35.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003061,2311789489,XS-0201,36.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003062,2311816872,XS-0301,37.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003063,2311844264,XS-0401,38.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003064,2311871650,XS-0101,39.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003065,2311899043,XS-0201,40.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003066,2311926439,XS-0301,41.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003067,2311953823,XS-0401,42.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003068,2311981215,XS-0101,43.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003069,2312008601,XS-0201,44.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003070,2312035994,XS-0301,45.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003071,2312063388,XS-0401,46.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003072,2312090776,XS-0101,47.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003073,2312118169,XS-0201,48.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003074,2312145550,XS-0301,49.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003075,2312172947,XS-0401,50.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003076,2312200330,XS-0101,51.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003077,2312227723,XS-0201,52.00,priority,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003078,2312255117,XS-0301,53.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003079,2312282506,XS-0401,54.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003080,2312309898,XS-0101,55.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003081,2312337289,XS-0201,56.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003082,2312364677,XS-0301,57.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003083,2312392060,XS-0401,58.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003084,2312419452,XS-0101,59.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003085,2312446846,XS-0201,60.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003086,2312474239,XS-0301,61.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003087,2312501629,XS-0401,62.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003088,2312529015,XS-0101,63.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003089,2312556400,XS-0201,64.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003090,2312583797,XS-0301,65.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003091,2312611189,XS-0401,66.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003092,2312638577,XS-0101,67.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003093,2312665968,XS-0201,68.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003094,2312693354,XS-0301,69.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003095,2312720746,XS-0401,70.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003096,2312748136,XS-0101,71.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003097,2312775520,XS-0201,72.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003098,2312802913,XS-0301,73.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003099,2312830305,XS-0401,74.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003100,2312857694,XS-0101,25.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003101,2312885086,XS-0201,26.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003102,2312912477,XS-0301,27.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003103,2312939866,XS-0401,28.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003104,2312967259,XS-0101,29.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003105,2312994648,XS-0201,30.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003106,2313022030,XS-0301,31.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003107,2313049421,XS-0401,32.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003108,2313076817,XS-0101,33.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003109,2313104200,XS-0201,34.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003110,2313131597,XS-0301,35.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003111,2313158982,XS-0401,36.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003112,2313186372,XS-0101,37.00,priority,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003113,2313213766,XS-0201,38.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003114,2313241158,XS-0301,39.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003115,2313268542,XS-0401,40.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003116,2313295935,XS-0101,41.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003117,2313323325,XS-0201,42.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003118,2313350714,XS-0301,43.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003119,2313378103,XS-0401,44.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003120,2313405490,XS-0101,45.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003121,2313432889,XS-0201,46.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003122,2313460271,XS-0301,47.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003123,2313487669,XS-0401,48.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003124,2313515050,XS-0101,49.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003125,2313542448,XS-0201,50.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003126,2313569837,XS-0301,51.00,priority,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003127,2313597224,XS-0401,52.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003128,2313624612,XS-0101,53.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003129,2313652003,XS-0201,54.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003130,2313679397,XS-0301,55.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003131,2313706783,XS-0401,56.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003132,2313734179,XS-0101,57.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003133,2313761568,XS-0201,58.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003134,2313788952,XS-0301,59.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003135,2313816345,XS-0401,60.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003136,2313843738,XS-0101,61.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003137,2313871128,XS-0201,62.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003138,2313898516,XS-0301,63.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003139,2313925902,XS-0401,64.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003140,2313953291,XS-0101,65.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003141,2313980688,XS-0201,66.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003142,2314008074,XS-0301,67.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003143,2314035466,XS-0401,68.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003144,2314062851,XS-0101,69.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003145,2314090248,XS-0201,70.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003146,2314117636,XS-0301,71.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003147,2314145023,XS-0401,72.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003148,2314172417,XS-0101,73.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003149,2314199807,XS-0201,74.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003150,2314227193,XS-0301,25.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003151,2314254587,XS-0401,26.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003152,2314281979,XS-0101,27.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003153,2314309367,XS-0201,28.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003154,2314336752,XS-0301,29.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003155,2314364147,XS-0401,30.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003156,2314391532,XS-0101,31.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003157,2314418923,XS-0201,32.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003158,2314446314,XS-0301,33.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003159,2314473707,XS-0401,34.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003160,2314501090,XS-0101,35.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003161,2314528480,XS-0201,36.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003162,2314555879,XS-0301,37.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003163,2314583266,XS-0401,38.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003164,2314610655,XS-0101,39.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003165,2314638046,XS-0201,40.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003166,2314665438,XS-0301,41.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003167,2314692826,XS-0401,42.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003168,2314720214,XS-0101,43.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003169,2314747609,XS-0201,44.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003170,2314774992,XS-0301,45.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003171,2314802381,XS-0401,46.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003172,2314829774,XS-0101,47.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003173,2314857164,XS-0201,48.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003174,2314884558,XS-0301,49.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003175,2314911945,XS-0401,50.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003176,2314939332,XS-0101,51.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003177,2314966724,XS-0201,52.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003178,2314994114,XS-0301,53.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003179,2315021503,XS-0401,54.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003180,2315048895,XS-0101,55.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003181,2315076287,XS-0201,56.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003182,2315103673,XS-0301,57.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003183,2315131069,XS-0401,58.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003184,2315158457,XS-0101,59.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003185,2315185840,XS-0201,60.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003186,2315213233,XS-0301,61.00,standard,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003187,2315240625,XS-0401,62.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003188,2315268015,XS-0101,63.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003189,2315295406,XS-0201,64.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003190,2315322795,XS-0301,65.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003191,2315350186,XS-0401,66.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003192,2315377576,XS-0101,67.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003193,2315404969,XS-0201,68.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003194,2315432356,XS-0301,69.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003195,2315459748,XS-0401,70.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003196,2315487134,XS-0101,71.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003197,2315514521,XS-0201,72.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003198,2315541913,XS-0301,73.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003199,2315569303,XS-0401,74.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003200,2315596695,XS-0101,25.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003201,2315624084,XS-0201,26.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003202,2315651478,XS-0301,27.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003203,2315678861,XS-0401,28.00,priority,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003204,2315706250,XS-0101,29.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003205,2315733641,XS-0201,30.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003206,2315761032,XS-0301,31.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003207,2315788425,XS-0401,32.00,standard,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003208,2315815812,XS-0101,33.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003209,2315843204,XS-0201,34.00,not_eligible,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003210,2315870592,XS-0301,35.00,priority,3,0,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
HH-003211,2315897987,XS-0401,36.00,not_eligible,3,1,granted,2026-07-04T09:00:00Z,SRO-RELAY-PROJECTION
